"gene_compare","fc_mean","p_mean","support_n","final","Confidence(%)"
"ENSG00000027697 HCC1395/HCC1395BL",10.1478043568202,0,8,"up-regulate",100
"ENSG00000027869 HCC1395/HCC1395BL",0.129986666032005,5.03240016262205e-309,8,"down-regulate",100
"ENSG00000028116 HCC1395/HCC1395BL",0.2646311036624,0,8,"down-regulate",100
"ENSG00000028137 HCC1395/HCC1395BL",0.0165625722675601,0,8,"down-regulate",100
"ENSG00000028203 HCC1395/HCC1395BL",0.543155934075248,0,7.66666666666667,"non-DEG",95.8333333333333
"ENSG00000028310 HCC1395/HCC1395BL",1.92800098752426,0,7,"non-DEG",87.5
"ENSG00000028528 HCC1395/HCC1395BL",1.27500761228313,0,8,"non-DEG",100
"ENSG00000028839 HCC1395/HCC1395BL",0.959338893755298,8.48431830187955e-61,8,"non-DEG",100
"ENSG00000029153 HCC1395/HCC1395BL",0.0470029705277546,0,8,"down-regulate",100
"ENSG00000029363 HCC1395/HCC1395BL",1.06744645646647,3.04002467540723e-91,8,"non-DEG",100
"ENSG00000029364 HCC1395/HCC1395BL",0.859826909855411,1.26458893223104e-301,8,"non-DEG",100
"ENSG00000029534 HCC1395/HCC1395BL",0.430854118165182,0,7,"down-regulate",87.5
"ENSG00000029639 HCC1395/HCC1395BL",0.342666913305433,0,8,"down-regulate",100
"ENSG00000029993 HCC1395/HCC1395BL",1.72007480799689,0,8,"non-DEG",100
"ENSG00000030066 HCC1395/HCC1395BL",0.58001830652373,0,8,"non-DEG",100
"ENSG00000030110 HCC1395/HCC1395BL",1.01710487893624,1.16425344012071e-08,8,"non-DEG",100
"ENSG00000030582 HCC1395/HCC1395BL",0.728900273502597,2.78213365822446e-309,8,"non-DEG",100
"ENSG00000031003 HCC1395/HCC1395BL",0.980271486773059,2.38832041072618e-42,8,"non-DEG",100
"ENSG00000031081 HCC1395/HCC1395BL",0.107323782906737,0,8,"down-regulate",100
"ENSG00000031691 HCC1395/HCC1395BL",0.752458718331658,6.63449715100194e-203,8,"non-DEG",100
"ENSG00000031698 HCC1395/HCC1395BL",0.396100536560898,0,8,"down-regulate",100
"ENSG00000031823 HCC1395/HCC1395BL",0.679967824513718,0,8,"non-DEG",100
"ENSG00000032219 HCC1395/HCC1395BL",1.62214598546711,0,8,"non-DEG",100
"ENSG00000032444 HCC1395/HCC1395BL",0.801318630702336,2.6504808752645e-211,8,"non-DEG",100
"ENSG00000032742 HCC1395/HCC1395BL",1.28006566156395,7.34141692269489e-158,8,"non-DEG",100
"ENSG00000033011 HCC1395/HCC1395BL",1.76825497734688,3.00402651087575e-296,8,"non-DEG",100
"ENSG00000033030 HCC1395/HCC1395BL",0.671652145084243,8.82095830780695e-256,8,"non-DEG",100
"ENSG00000033178 HCC1395/HCC1395BL",0.402184335101895,0,8,"down-regulate",100
"ENSG00000033327 HCC1395/HCC1395BL",0.639473069422651,1.70625249077607e-66,5,"down-regulate",62.5
"ENSG00000033627 HCC1395/HCC1395BL",0.98013207966396,2.05999098973843e-42,8,"non-DEG",100
"ENSG00000033800 HCC1395/HCC1395BL",0.989635641684867,1.35360628026425e-13,8,"non-DEG",100
"ENSG00000033867 HCC1395/HCC1395BL",1.87747973413163,0,8,"non-DEG",100
"ENSG00000034152 HCC1395/HCC1395BL",0.725672469579635,7.91504514063595e-294,8,"non-DEG",100
"ENSG00000034713 HCC1395/HCC1395BL",1.44525115328429,5.80549134308947e-281,8,"non-DEG",100
"ENSG00000035115 HCC1395/HCC1395BL",1.01705765229985,3.45768891373072e-63,8,"non-DEG",100
"ENSG00000035141 HCC1395/HCC1395BL",0.508206039611411,0,5.5,"non-DEG",68.75
"ENSG00000035403 HCC1395/HCC1395BL",2.81612277330747,0,8,"up-regulate",100
"ENSG00000035499 HCC1395/HCC1395BL",0.314934175517208,0,8,"down-regulate",100
"ENSG00000035664 HCC1395/HCC1395BL",15.5224359979744,0,8,"up-regulate",100
"ENSG00000035681 HCC1395/HCC1395BL",0.920950590935309,3.65975719355934e-175,8,"non-DEG",100
"ENSG00000035687 HCC1395/HCC1395BL",0.828466659542244,1.37642851557318e-208,8,"non-DEG",100
"ENSG00000035928 HCC1395/HCC1395BL",0.446598039231092,0,8,"down-regulate",100
"ENSG00000036054 HCC1395/HCC1395BL",1.2671444696509,8.24305052080715e-215,8,"non-DEG",100
"ENSG00000036257 HCC1395/HCC1395BL",0.671714362943095,0,8,"non-DEG",100
"ENSG00000036448 HCC1395/HCC1395BL",3.80536391124663,0,8,"up-regulate",100
"ENSG00000036549 HCC1395/HCC1395BL",1.22400464427478,1.91475912572978e-246,8,"non-DEG",100
"ENSG00000036672 HCC1395/HCC1395BL",21.0812001209088,4.7544673157969e-296,8,"up-regulate",100
"ENSG00000037042 HCC1395/HCC1395BL",1.51314586586103,1.34245393483872e-235,8,"non-DEG",100
"ENSG00000037474 HCC1395/HCC1395BL",2.23998686798432,0,8,"up-regulate",100
"ENSG00000037749 HCC1395/HCC1395BL",2.68303615421331,0,8,"up-regulate",100
"ENSG00000037757 HCC1395/HCC1395BL",1.43270427202645,3.3701968561526e-266,8,"non-DEG",100
"ENSG00000037897 HCC1395/HCC1395BL",0.954097911965706,0.000240653363429168,8,"non-DEG",100
"ENSG00000038002 HCC1395/HCC1395BL",3.06687308487698,0,8,"up-regulate",100
"ENSG00000038219 HCC1395/HCC1395BL",0.719482231819005,0,8,"non-DEG",100
"ENSG00000038274 HCC1395/HCC1395BL",0.918656288318133,2.14702055443915e-68,8,"non-DEG",100
"ENSG00000038358 HCC1395/HCC1395BL",1.69643967924112,3.02635484963925e-309,8,"non-DEG",100
"ENSG00000038532 HCC1395/HCC1395BL",0.709900571408386,0,8,"non-DEG",100
"ENSG00000039123 HCC1395/HCC1395BL",0.623628466583499,0,8,"non-DEG",100
"ENSG00000039139 HCC1395/HCC1395BL",2.49739267186649,2.87731894590155e-239,6.33333333333333,"up-regulate",79.1666666666667
"ENSG00000039523 HCC1395/HCC1395BL",1.25423527467092,1.99876895866132e-170,8,"non-DEG",100
"ENSG00000039650 HCC1395/HCC1395BL",1.12341175934121,1.32699279056867e-127,8,"non-DEG",100
"ENSG00000040199 HCC1395/HCC1395BL",1.11653951021087,2.42594037117503e-84,8,"non-DEG",100
"ENSG00000040275 HCC1395/HCC1395BL",0.658585108977733,0,8,"non-DEG",100
"ENSG00000040487 HCC1395/HCC1395BL",1.551273505021,3.07750173090872e-239,8,"non-DEG",100
"ENSG00000040531 HCC1395/HCC1395BL",1.2599650101978,6.7056274144941e-19,8,"non-DEG",100
"ENSG00000040633 HCC1395/HCC1395BL",1.80588617829531,0,8,"non-DEG",100
"ENSG00000040933 HCC1395/HCC1395BL",0.57887195147084,0,8,"non-DEG",100
"ENSG00000041357 HCC1395/HCC1395BL",0.665085884135489,0,8,"non-DEG",100
"ENSG00000041802 HCC1395/HCC1395BL",0.788892930295664,1.8542282154257e-309,8,"non-DEG",100
"ENSG00000041982 HCC1395/HCC1395BL",212.126013307899,0,8,"up-regulate",100
"ENSG00000041988 HCC1395/HCC1395BL",1.24788304078086,9.8927458394222e-88,8,"non-DEG",100
"ENSG00000042088 HCC1395/HCC1395BL",0.519724114582562,0,4.33333333333333,"down-regulate",54.1666666666667
"ENSG00000042286 HCC1395/HCC1395BL",0.538759255105717,0,6.5,"non-DEG",81.25
"ENSG00000042317 HCC1395/HCC1395BL",1.44720131893024,1.06141583761742e-273,8,"non-DEG",100
"ENSG00000042429 HCC1395/HCC1395BL",1.02011550016159,1.09067965462125e-05,8,"non-DEG",100
"ENSG00000042493 HCC1395/HCC1395BL",0.0832870829889807,0,8,"down-regulate",100
"ENSG00000042753 HCC1395/HCC1395BL",1.6394308946987,0,8,"non-DEG",100
"ENSG00000043093 HCC1395/HCC1395BL",0.550006458176754,0,8,"non-DEG",100
"ENSG00000043143 HCC1395/HCC1395BL",0.587078425849223,0,8,"non-DEG",100
"ENSG00000043514 HCC1395/HCC1395BL",0.72471538137283,1.47100747057126e-298,8,"non-DEG",100
"ENSG00000044090 HCC1395/HCC1395BL",2.83112250612566,0,8,"up-regulate",100
"ENSG00000044115 HCC1395/HCC1395BL",2.47054369800979,0,8,"up-regulate",100
"ENSG00000044459 HCC1395/HCC1395BL",0.513782772359038,0,5,"non-DEG",62.5
"ENSG00000044574 HCC1395/HCC1395BL",1.56517582282589,0,8,"non-DEG",100
"ENSG00000046604 HCC1395/HCC1395BL",2.68903222964109,0,8,"up-regulate",100
"ENSG00000046647 HCC1395/HCC1395BL",0.301384779949949,0,8,"down-regulate",100
"ENSG00000046651 HCC1395/HCC1395BL",0.313552145419758,0,8,"down-regulate",100
"ENSG00000047056 HCC1395/HCC1395BL",0.913582684647493,1.45773033548094e-46,8,"non-DEG",100
"ENSG00000047188 HCC1395/HCC1395BL",0.50989118218514,0,6.5,"non-DEG",81.25
"ENSG00000047249 HCC1395/HCC1395BL",0.997269590096838,1.42887254829833e-35,8,"non-DEG",100
"ENSG00000047346 HCC1395/HCC1395BL",0.533165151929219,0,7,"non-DEG",87.5
"ENSG00000047410 HCC1395/HCC1395BL",0.869751354404196,4.6990192490733e-275,8,"non-DEG",100
"ENSG00000047578 HCC1395/HCC1395BL",2.69034402242795,0,8,"up-regulate",100
"ENSG00000047579 HCC1395/HCC1395BL",0.578726907517673,0,8,"non-DEG",100
"ENSG00000047617 HCC1395/HCC1395BL",2.79400654647399,6.2553152433999e-164,6.5,"up-regulate",81.25
"ENSG00000047621 HCC1395/HCC1395BL",0.984369733335838,1.01272409189443e-21,8,"non-DEG",100
"ENSG00000047634 HCC1395/HCC1395BL",0.828820402775601,1.29611834059642e-126,8,"non-DEG",100
"ENSG00000047648 HCC1395/HCC1395BL",0.0320668144318929,0,8,"down-regulate",100
"ENSG00000047849 HCC1395/HCC1395BL",2.22446495552899,0,7.66666666666667,"up-regulate",95.8333333333333
"ENSG00000047932 HCC1395/HCC1395BL",5.74644154098066,0,8,"up-regulate",100
"ENSG00000048052 HCC1395/HCC1395BL",0.629761860860761,2.78141318281715e-309,8,"non-DEG",100
"ENSG00000048392 HCC1395/HCC1395BL",0.227374381781989,0,8,"down-regulate",100
"ENSG00000048405 HCC1395/HCC1395BL",0.725797498429077,1.26542166219228e-286,8,"non-DEG",100
"ENSG00000048471 HCC1395/HCC1395BL",0.270359951550058,0,8,"down-regulate",100
"ENSG00000048540 HCC1395/HCC1395BL",0.787860078872024,3.51284922705399e-46,8,"non-DEG",100
"ENSG00000048544 HCC1395/HCC1395BL",0.888037515370047,1.818247944189e-141,8,"non-DEG",100
"ENSG00000048649 HCC1395/HCC1395BL",0.880535908699985,2.4410437807965e-68,8,"non-DEG",100
"ENSG00000048740 HCC1395/HCC1395BL",0.39475286069691,0,8,"down-regulate",100
"ENSG00000048828 HCC1395/HCC1395BL",1.78088678670589,0,8,"non-DEG",100
"ENSG00000048991 HCC1395/HCC1395BL",0.401779527044846,0,8,"down-regulate",100
"ENSG00000049089 HCC1395/HCC1395BL",0.044328273725856,0,8,"down-regulate",100
"ENSG00000049130 HCC1395/HCC1395BL",1.26683386585175,4.17201349661389e-309,8,"non-DEG",100
"ENSG00000049167 HCC1395/HCC1395BL",0.39818183254069,0,8,"down-regulate",100
"ENSG00000049192 HCC1395/HCC1395BL",0.122618150919329,0,8,"down-regulate",100
"ENSG00000049239 HCC1395/HCC1395BL",1.71873654786556,0,8,"non-DEG",100
"ENSG00000049245 HCC1395/HCC1395BL",7.49818610426316,0,8,"up-regulate",100
"ENSG00000049246 HCC1395/HCC1395BL",5.98800936914044,0,8,"up-regulate",100
"ENSG00000049249 HCC1395/HCC1395BL",0.0131078082586204,0,8,"down-regulate",100
"ENSG00000049449 HCC1395/HCC1395BL",2.05876450128249,0,5.33333333333333,"up-regulate",66.6666666666667
"ENSG00000049541 HCC1395/HCC1395BL",0.531639486390457,0,7.5,"non-DEG",93.75
"ENSG00000049656 HCC1395/HCC1395BL",2.66569166705434,0,8,"up-regulate",100
"ENSG00000049759 HCC1395/HCC1395BL",0.493403252002576,0,5.66666666666667,"down-regulate",70.8333333333333
"ENSG00000049769 HCC1395/HCC1395BL",0.874347324931843,3.67493365571717e-63,8,"non-DEG",100
"ENSG00000049860 HCC1395/HCC1395BL",0.797405556264229,7.0061424285806e-273,8,"non-DEG",100
"ENSG00000049883 HCC1395/HCC1395BL",0.81908728895338,3.73161170259055e-244,8,"non-DEG",100
"ENSG00000050344 HCC1395/HCC1395BL",0.672355943843512,9.937707900819e-298,8,"non-DEG",100
"ENSG00000050393 HCC1395/HCC1395BL",2.1731750412615,0,7,"up-regulate",87.5
"ENSG00000050405 HCC1395/HCC1395BL",1.56450808422136,0,8,"non-DEG",100
"ENSG00000050426 HCC1395/HCC1395BL",0.723079071126331,2.78134232661799e-309,8,"non-DEG",100
"ENSG00000050438 HCC1395/HCC1395BL",0.343116166369947,0,8,"down-regulate",100
"ENSG00000050730 HCC1395/HCC1395BL",3.34166696018246,0,8,"up-regulate",100
"ENSG00000050748 HCC1395/HCC1395BL",0.880047662738152,3.37283184416025e-134,8,"non-DEG",100
"ENSG00000050820 HCC1395/HCC1395BL",5.52856194824201,0,8,"up-regulate",100
"ENSG00000051009 HCC1395/HCC1395BL",0.754062711895331,3.80063078085117e-224,8,"non-DEG",100
"ENSG00000051108 HCC1395/HCC1395BL",1.08263777120331,3.5629614756926e-102,8,"non-DEG",100
"ENSG00000051128 HCC1395/HCC1395BL",62.6050124233755,0,8,"up-regulate",100
"ENSG00000051180 HCC1395/HCC1395BL",0.304956758261442,0,8,"down-regulate",100
"ENSG00000051523 HCC1395/HCC1395BL",2.49539073767527,0,8,"up-regulate",100
"ENSG00000051620 HCC1395/HCC1395BL",1.56255130699987,0,8,"non-DEG",100
"ENSG00000051825 HCC1395/HCC1395BL",0.606917994423674,0,8,"non-DEG",100
"ENSG00000052126 HCC1395/HCC1395BL",1.18056460395898,8.32151506625244e-130,8,"non-DEG",100
"ENSG00000052723 HCC1395/HCC1395BL",0.50303327810312,0,4,"down-regulate",50
"ENSG00000052749 HCC1395/HCC1395BL",0.588087276161666,0,8,"non-DEG",100
"ENSG00000052795 HCC1395/HCC1395BL",14.6459862366741,0,8,"up-regulate",100
"ENSG00000052802 HCC1395/HCC1395BL",1.1911261115165,1.08507799747037e-234,8,"non-DEG",100
"ENSG00000052841 HCC1395/HCC1395BL",0.714919575051854,0,8,"non-DEG",100
"ENSG00000053254 HCC1395/HCC1395BL",27.4740648704217,0,8,"up-regulate",100
"ENSG00000053371 HCC1395/HCC1395BL",0.785435704241717,1.43066524932387e-194,8,"non-DEG",100
"ENSG00000053372 HCC1395/HCC1395BL",0.831464488048523,1.17478134867429e-178,8,"non-DEG",100
"ENSG00000053501 HCC1395/HCC1395BL",1.08588189821404,1.90202270214529e-23,8,"non-DEG",100
"ENSG00000053770 HCC1395/HCC1395BL",1.11047331727969,3.43260739095563e-196,8,"non-DEG",100
"ENSG00000053900 HCC1395/HCC1395BL",0.818525991340721,1.28622198264273e-219,8,"non-DEG",100
"ENSG00000054116 HCC1395/HCC1395BL",1.40566081017657,0,8,"non-DEG",100
"ENSG00000054118 HCC1395/HCC1395BL",0.835837408030327,6.2111945978807e-262,8,"non-DEG",100
"ENSG00000054148 HCC1395/HCC1395BL",0.515887359936998,3.1528885274159e-263,7.5,"non-DEG",93.75
"ENSG00000054179 HCC1395/HCC1395BL",0.866566922793115,1.29512650233619e-09,8,"non-DEG",100
"ENSG00000054219 HCC1395/HCC1395BL",0.00535132909567354,0,8,"down-regulate",100
"ENSG00000054267 HCC1395/HCC1395BL",1.01883161907294,7.6775491706193e-52,8,"non-DEG",100
"ENSG00000054277 HCC1395/HCC1395BL",1.29524049598596,3.28716286623555e-38,7.5,"non-DEG",93.75
"ENSG00000054282 HCC1395/HCC1395BL",0.601377545279272,5.85533206588415e-309,8,"non-DEG",100
"ENSG00000054392 HCC1395/HCC1395BL",3.75490124537452,0,8,"up-regulate",100
"ENSG00000054523 HCC1395/HCC1395BL",3.24742025831946,0,8,"up-regulate",100
"ENSG00000054598 HCC1395/HCC1395BL",10.8511261225899,0,8,"up-regulate",100
"ENSG00000054611 HCC1395/HCC1395BL",0.557322401675474,0,7.5,"non-DEG",93.75
"ENSG00000054690 HCC1395/HCC1395BL",1.1727834471769,2.24384682193864e-39,8,"non-DEG",100
"ENSG00000054793 HCC1395/HCC1395BL",167.244262858697,0,8,"up-regulate",100
"ENSG00000054967 HCC1395/HCC1395BL",0.192778391828342,0,8,"down-regulate",100
"ENSG00000054983 HCC1395/HCC1395BL",0.63243299196002,3.12025104405912e-240,7.66666666666667,"non-DEG",95.8333333333333
"ENSG00000055070 HCC1395/HCC1395BL",0.869873241981013,3.48232403002067e-208,8,"non-DEG",100
"ENSG00000055130 HCC1395/HCC1395BL",1.71577272861557,0,8,"non-DEG",100
"ENSG00000055147 HCC1395/HCC1395BL",0.949205768037972,2.24145071382378e-60,8,"non-DEG",100
"ENSG00000055163 HCC1395/HCC1395BL",0.00228054988318499,0,8,"down-regulate",100
"ENSG00000055208 HCC1395/HCC1395BL",0.98545832292953,3.75831303056139e-181,8,"non-DEG",100
"ENSG00000055211 HCC1395/HCC1395BL",1.66474437880096,0,8,"non-DEG",100
"ENSG00000055332 HCC1395/HCC1395BL",0.396976799537636,0,8,"down-regulate",100
"ENSG00000055483 HCC1395/HCC1395BL",1.59190533783902,0,8,"non-DEG",100
"ENSG00000055950 HCC1395/HCC1395BL",0.792864777878677,5.57215611724647e-31,8,"non-DEG",100
"ENSG00000056050 HCC1395/HCC1395BL",0.70274134768491,4.48548306680557e-237,8,"non-DEG",100
"ENSG00000056558 HCC1395/HCC1395BL",0.00644504544351429,0,8,"down-regulate",100
"ENSG00000056586 HCC1395/HCC1395BL",1.57771599080779,0,8,"non-DEG",100
"ENSG00000056972 HCC1395/HCC1395BL",0.924248489751522,1.50254304421943e-33,8,"non-DEG",100
"ENSG00000057019 HCC1395/HCC1395BL",38.232912015775,0,8,"up-regulate",100
"ENSG00000057608 HCC1395/HCC1395BL",0.59552942672515,0,8,"non-DEG",100
"ENSG00000057663 HCC1395/HCC1395BL",1.26327442149909,5.00432545841797e-303,8,"non-DEG",100
"ENSG00000057757 HCC1395/HCC1395BL",1.07229919119524,1.56801690458656e-85,8,"non-DEG",100
"ENSG00000057935 HCC1395/HCC1395BL",0.613821615965782,0,8,"non-DEG",100
"ENSG00000058056 HCC1395/HCC1395BL",1.34428953886168,1.31689251959271e-266,8,"non-DEG",100
"ENSG00000058063 HCC1395/HCC1395BL",0.300131932006289,0,8,"down-regulate",100
"ENSG00000058085 HCC1395/HCC1395BL",14.2667252148517,0,8,"up-regulate",100
"ENSG00000058091 HCC1395/HCC1395BL",2.17949381990498,0,6.66666666666667,"up-regulate",83.3333333333333
"ENSG00000058262 HCC1395/HCC1395BL",2.47012115206921,0,8,"up-regulate",100
"ENSG00000058272 HCC1395/HCC1395BL",0.580664446833038,0,8,"non-DEG",100
"ENSG00000058404 HCC1395/HCC1395BL",1.63785176305989,2.02595460317321e-32,6,"non-DEG",75
"ENSG00000058453 HCC1395/HCC1395BL",1.65476417661899,2.09821769659143e-289,8,"non-DEG",100
"ENSG00000058600 HCC1395/HCC1395BL",1.44990072380297,0,8,"non-DEG",100
"ENSG00000058668 HCC1395/HCC1395BL",63.4671441486672,0,8,"up-regulate",100
"ENSG00000058729 HCC1395/HCC1395BL",0.662109259979192,1.45178285281823e-264,8,"non-DEG",100
"ENSG00000058799 HCC1395/HCC1395BL",0.821410107670585,8.58347144377837e-128,8,"non-DEG",100
"ENSG00000058804 HCC1395/HCC1395BL",0.377297691771693,0,8,"down-regulate",100
"ENSG00000058866 HCC1395/HCC1395BL",0.0871011113661706,0,8,"down-regulate",100
"ENSG00000059122 HCC1395/HCC1395BL",1.08258270690504,1.27010158730512e-29,8,"non-DEG",100
"ENSG00000059145 HCC1395/HCC1395BL",1.9742288630425,0,5,"non-DEG",62.5
"ENSG00000059377 HCC1395/HCC1395BL",2.59363978948662,0,8,"up-regulate",100
"ENSG00000059378 HCC1395/HCC1395BL",0.497286008939169,0,4,"down-regulate",50
"ENSG00000059573 HCC1395/HCC1395BL",0.641474347847983,0,8,"non-DEG",100
"ENSG00000059588 HCC1395/HCC1395BL",0.73393789189962,5.56268464771092e-309,8,"non-DEG",100
"ENSG00000059691 HCC1395/HCC1395BL",0.474103445389251,0,6.33333333333333,"down-regulate",79.1666666666667
"ENSG00000059728 HCC1395/HCC1395BL",1.11095353016986,1.9703222590487e-38,8,"non-DEG",100
"ENSG00000059758 HCC1395/HCC1395BL",0.495256312509596,0,5.25,"non-DEG",65.625
"ENSG00000059804 HCC1395/HCC1395BL",0.229658120997953,0,8,"down-regulate",100
"ENSG00000059915 HCC1395/HCC1395BL",0.187096383496839,0,8,"down-regulate",100
"ENSG00000060069 HCC1395/HCC1395BL",0.332795448883877,0,8,"down-regulate",100
"ENSG00000060138 HCC1395/HCC1395BL",1.58512321078933,0,8,"non-DEG",100
"ENSG00000060140 HCC1395/HCC1395BL",8.86568396997129,0,8,"up-regulate",100
"ENSG00000060237 HCC1395/HCC1395BL",0.926475912536432,4.98037424923239e-106,8,"non-DEG",100
"ENSG00000060339 HCC1395/HCC1395BL",0.684130926181431,0,8,"non-DEG",100
"ENSG00000060642 HCC1395/HCC1395BL",1.1688114899331,3.59752253908298e-95,8,"non-DEG",100
"ENSG00000060656 HCC1395/HCC1395BL",93.7302859368486,0,8,"up-regulate",100
"ENSG00000060688 HCC1395/HCC1395BL",0.664113269028249,0,8,"non-DEG",100
"ENSG00000060718 HCC1395/HCC1395BL",0.0606173230061582,0,8,"down-regulate",100
"ENSG00000060762 HCC1395/HCC1395BL",0.356786160630479,0,8,"down-regulate",100
"ENSG00000060971 HCC1395/HCC1395BL",1.16094929450762,3.51104435773422e-69,8,"non-DEG",100
"ENSG00000061273 HCC1395/HCC1395BL",61.1549661427542,0,8,"up-regulate",100
"ENSG00000061676 HCC1395/HCC1395BL",7.04450242289047,0,8,"up-regulate",100
"ENSG00000061794 HCC1395/HCC1395BL",0.734703287002693,0,8,"non-DEG",100
"ENSG00000061918 HCC1395/HCC1395BL",0.165465450340243,0,8,"down-regulate",100
"ENSG00000061936 HCC1395/HCC1395BL",0.819670510255933,1.25454531458758e-154,8,"non-DEG",100
"ENSG00000061987 HCC1395/HCC1395BL",0.957206886006443,1.33133051839479e-68,8,"non-DEG",100
"ENSG00000062038 HCC1395/HCC1395BL",8.44874659316445,2.10225587764037e-219,8,"up-regulate",100
"ENSG00000062194 HCC1395/HCC1395BL",0.543327652270785,0,8,"non-DEG",100
"ENSG00000062282 HCC1395/HCC1395BL",0.455487628289667,0,7.5,"down-regulate",93.75
"ENSG00000062485 HCC1395/HCC1395BL",0.565828364169319,0,8,"non-DEG",100
"ENSG00000062598 HCC1395/HCC1395BL",1.56803727890363,0,8,"non-DEG",100
"ENSG00000062650 HCC1395/HCC1395BL",0.599860083795062,0,8,"non-DEG",100
"ENSG00000062716 HCC1395/HCC1395BL",0.781041891508651,5.63299574129775e-264,8,"non-DEG",100
"ENSG00000062725 HCC1395/HCC1395BL",1.23074475629861,5.6563253602682e-280,8,"non-DEG",100
"ENSG00000062822 HCC1395/HCC1395BL",0.918980466695805,1.30839251872566e-120,8,"non-DEG",100
"ENSG00000063046 HCC1395/HCC1395BL",0.861600627163895,1.39067116222586e-309,8,"non-DEG",100
"ENSG00000063127 HCC1395/HCC1395BL",1.38415451582971,1.65796446972655e-118,8,"non-DEG",100
"ENSG00000063169 HCC1395/HCC1395BL",1.40933906124228,1.11721967683096e-266,8,"non-DEG",100
"ENSG00000063176 HCC1395/HCC1395BL",0.568035578795159,0,8,"non-DEG",100
"ENSG00000063177 HCC1395/HCC1395BL",0.684716585693423,0,8,"non-DEG",100
"ENSG00000063180 HCC1395/HCC1395BL",6.82492697895615,0,8,"up-regulate",100
"ENSG00000063241 HCC1395/HCC1395BL",1.86621410444195,0,6.5,"non-DEG",81.25
"ENSG00000063244 HCC1395/HCC1395BL",1.25444087119749,0,8,"non-DEG",100
"ENSG00000063245 HCC1395/HCC1395BL",2.70758067166232,0,8,"up-regulate",100
"ENSG00000063322 HCC1395/HCC1395BL",0.930153033096388,4.30011876400396e-67,8,"non-DEG",100
"ENSG00000063601 HCC1395/HCC1395BL",0.705280384204833,0,8,"non-DEG",100
"ENSG00000063660 HCC1395/HCC1395BL",128.101749431733,0,8,"up-regulate",100
"ENSG00000063761 HCC1395/HCC1395BL",2.30687556020046,0,8,"up-regulate",100
"ENSG00000063854 HCC1395/HCC1395BL",1.24586628607828,6.78348033317228e-130,8,"non-DEG",100
"ENSG00000064012 HCC1395/HCC1395BL",0.602711729800595,0,8,"non-DEG",100
"ENSG00000064102 HCC1395/HCC1395BL",0.836668333955232,1.74013329251321e-246,8,"non-DEG",100
"ENSG00000064115 HCC1395/HCC1395BL",0.1577723092549,0,8,"down-regulate",100
"ENSG00000064199 HCC1395/HCC1395BL",0.220902207526411,0,8,"down-regulate",100
"ENSG00000064225 HCC1395/HCC1395BL",0.538433409069484,0,6,"non-DEG",75
"ENSG00000064300 HCC1395/HCC1395BL",5.59676520988396,0,8,"up-regulate",100
"ENSG00000064309 HCC1395/HCC1395BL",16.5878024251626,0,8,"up-regulate",100
"ENSG00000064313 HCC1395/HCC1395BL",1.33096471224485,0,8,"non-DEG",100
"ENSG00000064419 HCC1395/HCC1395BL",0.630360552610538,0,8,"non-DEG",100
"ENSG00000064489 HCC1395/HCC1395BL",1.483606905352,1.16256887273612e-19,8,"non-DEG",100
"ENSG00000064490 HCC1395/HCC1395BL",1.07912210707727,1.58900132607256e-22,8,"non-DEG",100
"ENSG00000064545 HCC1395/HCC1395BL",1.61486159411925,3.70845643088721e-309,8,"non-DEG",100
"ENSG00000064547 HCC1395/HCC1395BL",1.00481671488039,2.71324491053871e-15,8,"non-DEG",100
"ENSG00000064601 HCC1395/HCC1395BL",4.14590285363359,0,8,"up-regulate",100
"ENSG00000064607 HCC1395/HCC1395BL",0.571846320050707,0,8,"non-DEG",100
