"gene_compare","fc_mean","p_mean","support_n","final","Confidence(%)"
"ENSG00000129317 HCC1395/HCC1395BL",0.497820554177471,0,5.33333333333333,"down-regulate",66.6666666666667
"ENSG00000129347 HCC1395/HCC1395BL",0.878740876767865,4.92528680064765e-82,8,"non-DEG",100
"ENSG00000129351 HCC1395/HCC1395BL",0.685439376775135,0,8,"non-DEG",100
"ENSG00000129353 HCC1395/HCC1395BL",1.03134824441563,2.8495328434568e-26,8,"non-DEG",100
"ENSG00000129355 HCC1395/HCC1395BL",0.97244734023901,3.59954457755687e-14,8,"non-DEG",100
"ENSG00000129422 HCC1395/HCC1395BL",7.54776594744814,0,8,"up-regulate",100
"ENSG00000129460 HCC1395/HCC1395BL",1.48572062582279,0,8,"non-DEG",100
"ENSG00000129472 HCC1395/HCC1395BL",1.51176544447953,3.7084566854177e-309,8,"non-DEG",100
"ENSG00000129473 HCC1395/HCC1395BL",2.61691491884099,0,8,"up-regulate",100
"ENSG00000129474 HCC1395/HCC1395BL",5.11629848822394,0,8,"up-regulate",100
"ENSG00000129480 HCC1395/HCC1395BL",1.41667053161467,1.27628328031407e-206,8,"non-DEG",100
"ENSG00000129484 HCC1395/HCC1395BL",1.51776457313419,0,8,"non-DEG",100
"ENSG00000129493 HCC1395/HCC1395BL",1.21175824738214,1.997826636723e-133,8,"non-DEG",100
"ENSG00000129518 HCC1395/HCC1395BL",1.24754106948015,1.30915877911175e-301,8,"non-DEG",100
"ENSG00000129521 HCC1395/HCC1395BL",0.144954899211758,0,8,"down-regulate",100
"ENSG00000129534 HCC1395/HCC1395BL",0.299702450756086,0,8,"down-regulate",100
"ENSG00000129535 HCC1395/HCC1395BL",0.393346744804354,1.56696631976389e-298,6,"down-regulate",75
"ENSG00000129559 HCC1395/HCC1395BL",1.33479385715367,3.56550525612767e-204,8,"non-DEG",100
"ENSG00000129562 HCC1395/HCC1395BL",1.45941128732174,8.0097738631816e-264,8,"non-DEG",100
"ENSG00000129566 HCC1395/HCC1395BL",0.90495782196615,7.4704487020347e-133,8,"non-DEG",100
"ENSG00000129625 HCC1395/HCC1395BL",1.35150388119912,3.20837410284255e-303,8,"non-DEG",100
"ENSG00000129636 HCC1395/HCC1395BL",3.36936436563484,0,8,"up-regulate",100
"ENSG00000129667 HCC1395/HCC1395BL",1.11959780015872,8.69605743835939e-84,8,"non-DEG",100
"ENSG00000129675 HCC1395/HCC1395BL",0.0308525406568454,0,8,"down-regulate",100
"ENSG00000129680 HCC1395/HCC1395BL",1.47476483953377,1.53016814599804e-279,8,"non-DEG",100
"ENSG00000129691 HCC1395/HCC1395BL",0.847411066874127,1.43127879141338e-222,8,"non-DEG",100
"ENSG00000129696 HCC1395/HCC1395BL",0.663440949717476,0,8,"non-DEG",100
"ENSG00000129749 HCC1395/HCC1395BL",3.09506320444784,1.75889752463452e-187,8,"up-regulate",100
"ENSG00000129810 HCC1395/HCC1395BL",0.698535999713753,1.54478576290407e-188,8,"non-DEG",100
"ENSG00000129911 HCC1395/HCC1395BL",1.04877589239735,1.21228851727497e-10,8,"non-DEG",100
"ENSG00000129925 HCC1395/HCC1395BL",0.606635277107663,0,8,"non-DEG",100
"ENSG00000129932 HCC1395/HCC1395BL",0.84499198968527,4.57350326554105e-59,8,"non-DEG",100
"ENSG00000129933 HCC1395/HCC1395BL",1.39957394582157,0,8,"non-DEG",100
"ENSG00000129968 HCC1395/HCC1395BL",0.965578011040805,2.9172663936539e-23,8,"non-DEG",100
"ENSG00000129990 HCC1395/HCC1395BL",6.82631499164871,1.44352173569539e-214,8,"up-regulate",100
"ENSG00000130005 HCC1395/HCC1395BL",0.554126768097212,0,7.33333333333333,"non-DEG",91.6666666666667
"ENSG00000130021 HCC1395/HCC1395BL",0.172760725705878,0,8,"down-regulate",100
"ENSG00000130023 HCC1395/HCC1395BL",0.583932504959574,0,8,"non-DEG",100
"ENSG00000130024 HCC1395/HCC1395BL",0.586318736965965,0,8,"non-DEG",100
"ENSG00000130038 HCC1395/HCC1395BL",0.0419520763753181,0,8,"down-regulate",100
"ENSG00000130150 HCC1395/HCC1395BL",0.635419766891389,1.53975083127683e-237,8,"non-DEG",100
"ENSG00000130158 HCC1395/HCC1395BL",2.69403649753405,0,8,"up-regulate",100
"ENSG00000130159 HCC1395/HCC1395BL",0.542411341797388,0,7.75,"non-DEG",96.875
"ENSG00000130164 HCC1395/HCC1395BL",0.820009047056962,2.10997947939189e-204,8,"non-DEG",100
"ENSG00000130165 HCC1395/HCC1395BL",0.762216846351842,9.07864337595682e-192,8,"non-DEG",100
"ENSG00000130175 HCC1395/HCC1395BL",1.3409387651488,3.7093624395786e-309,8,"non-DEG",100
"ENSG00000130177 HCC1395/HCC1395BL",0.804141674103797,3.95578450582292e-278,8,"non-DEG",100
"ENSG00000130193 HCC1395/HCC1395BL",1.04338451373254,3.09072015698228e-14,8,"non-DEG",100
"ENSG00000130203 HCC1395/HCC1395BL",1.00514269399426,1.22323088320396e-20,8,"non-DEG",100
"ENSG00000130204 HCC1395/HCC1395BL",0.619673407875141,0,8,"non-DEG",100
"ENSG00000130222 HCC1395/HCC1395BL",4.65961839554874,3.96424741493345e-263,8,"up-regulate",100
"ENSG00000130224 HCC1395/HCC1395BL",0.106155011342774,0,8,"down-regulate",100
"ENSG00000130244 HCC1395/HCC1395BL",0.892092850263528,3.95649420019432e-36,8,"non-DEG",100
"ENSG00000130254 HCC1395/HCC1395BL",0.710139122159085,8.2148229502567e-258,8,"non-DEG",100
"ENSG00000130270 HCC1395/HCC1395BL",5.84882618294272,0,8,"up-regulate",100
"ENSG00000130299 HCC1395/HCC1395BL",0.848463783152605,6.66928601642918e-129,8,"non-DEG",100
"ENSG00000130304 HCC1395/HCC1395BL",9.3579578137265,0,8,"up-regulate",100
"ENSG00000130305 HCC1395/HCC1395BL",0.499920165911058,0,6,"non-DEG",75
"ENSG00000130309 HCC1395/HCC1395BL",5.06283110119729,0,8,"up-regulate",100
"ENSG00000130311 HCC1395/HCC1395BL",1.0078884744778,6.2319588497254e-36,8,"non-DEG",100
"ENSG00000130312 HCC1395/HCC1395BL",0.711932911329757,2.55511195557108e-264,8,"non-DEG",100
"ENSG00000130313 HCC1395/HCC1395BL",1.66277868069049,0,8,"non-DEG",100
"ENSG00000130340 HCC1395/HCC1395BL",9.4594636946775,0,8,"up-regulate",100
"ENSG00000130347 HCC1395/HCC1395BL",0.754265620623442,1.99528225365123e-148,8,"non-DEG",100
"ENSG00000130348 HCC1395/HCC1395BL",0.932767127287516,1.92140923767394e-91,8,"non-DEG",100
"ENSG00000130349 HCC1395/HCC1395BL",1.00731613850553,1.62316525368661e-09,8,"non-DEG",100
"ENSG00000130363 HCC1395/HCC1395BL",3.72335995515547,0,8,"up-regulate",100
"ENSG00000130382 HCC1395/HCC1395BL",0.790185730462849,5.63627553067822e-256,8,"non-DEG",100
"ENSG00000130396 HCC1395/HCC1395BL",0.916422429276493,7.48705941851943e-126,8,"non-DEG",100
"ENSG00000130402 HCC1395/HCC1395BL",3.61060459219293,0,8,"up-regulate",100
"ENSG00000130413 HCC1395/HCC1395BL",0.00533787675102278,0,8,"down-regulate",100
"ENSG00000130414 HCC1395/HCC1395BL",0.952715043760139,9.5853660460926e-138,8,"non-DEG",100
"ENSG00000130449 HCC1395/HCC1395BL",1.41917587205689,2.99491763996059e-269,8,"non-DEG",100
"ENSG00000130475 HCC1395/HCC1395BL",0.136101438508071,0,8,"down-regulate",100
"ENSG00000130477 HCC1395/HCC1395BL",1.78110073946858,2.85911753856763e-190,5,"non-DEG",62.5
"ENSG00000130479 HCC1395/HCC1395BL",1.06016481820495,3.97179590795142e-07,8,"non-DEG",100
"ENSG00000130487 HCC1395/HCC1395BL",0.780751239447958,1.30702168239799e-34,8,"non-DEG",100
"ENSG00000130508 HCC1395/HCC1395BL",950.800462857617,0,8,"up-regulate",100
"ENSG00000130511 HCC1395/HCC1395BL",0.678935413369361,5.98142350327135e-293,8,"non-DEG",100
"ENSG00000130513 HCC1395/HCC1395BL",0.0230449368175316,0,8,"down-regulate",100
"ENSG00000130517 HCC1395/HCC1395BL",0.208952246616196,0,8,"down-regulate",100
"ENSG00000130520 HCC1395/HCC1395BL",0.721687063540861,1.01247563622017e-268,8,"non-DEG",100
"ENSG00000130522 HCC1395/HCC1395BL",0.512739501659193,0,6.66666666666667,"non-DEG",83.3333333333333
"ENSG00000130529 HCC1395/HCC1395BL",32.0142097778461,0,8,"up-regulate",100
"ENSG00000130559 HCC1395/HCC1395BL",1.2123796646457,0,8,"non-DEG",100
"ENSG00000130589 HCC1395/HCC1395BL",0.801455467442826,8.0924869809401e-145,8,"non-DEG",100
"ENSG00000130590 HCC1395/HCC1395BL",0.11827051262746,0,8,"down-regulate",100
"ENSG00000130600 HCC1395/HCC1395BL",0.233218103541631,2.09464338212041e-224,7.5,"down-regulate",93.75
"ENSG00000130638 HCC1395/HCC1395BL",0.890196540764179,2.1969212217709e-110,8,"non-DEG",100
"ENSG00000130640 HCC1395/HCC1395BL",1.85612180555802,0,5.66666666666667,"non-DEG",70.8333333333333
"ENSG00000130669 HCC1395/HCC1395BL",2.39736276720623,0,8,"up-regulate",100
"ENSG00000130675 HCC1395/HCC1395BL",0.399320645218599,0,7.5,"down-regulate",93.75
"ENSG00000130695 HCC1395/HCC1395BL",1.44979967698189,0,8,"non-DEG",100
"ENSG00000130699 HCC1395/HCC1395BL",1.34942319103107,0,8,"non-DEG",100
"ENSG00000130702 HCC1395/HCC1395BL",582.91173848216,0,8,"up-regulate",100
"ENSG00000130703 HCC1395/HCC1395BL",1.66960041743619,0,8,"non-DEG",100
"ENSG00000130706 HCC1395/HCC1395BL",1.25314615584416,1.6671233923343e-186,8,"non-DEG",100
"ENSG00000130707 HCC1395/HCC1395BL",52.3832089748152,0,8,"up-regulate",100
"ENSG00000130713 HCC1395/HCC1395BL",0.665025491581199,0,8,"non-DEG",100
"ENSG00000130714 HCC1395/HCC1395BL",0.981809875292869,1.26892487640548e-14,8,"non-DEG",100
"ENSG00000130717 HCC1395/HCC1395BL",1.1398814168892,7.897539607027e-169,8,"non-DEG",100
"ENSG00000130720 HCC1395/HCC1395BL",4.86904377231726,3.46176692215722e-209,8,"up-regulate",100
"ENSG00000130724 HCC1395/HCC1395BL",1.16267590075409,5.26812452814041e-133,8,"non-DEG",100
"ENSG00000130725 HCC1395/HCC1395BL",1.00043024022372,0.00375301198215143,8,"non-DEG",100
"ENSG00000130726 HCC1395/HCC1395BL",1.08246933385904,2.11257536465826e-84,8,"non-DEG",100
"ENSG00000130731 HCC1395/HCC1395BL",0.611354019439125,3.34643898545247e-289,8,"non-DEG",100
"ENSG00000130733 HCC1395/HCC1395BL",1.49193325895969,2.78134236121432e-309,8,"non-DEG",100
"ENSG00000130734 HCC1395/HCC1395BL",1.1566492287935,6.82109318026873e-116,8,"non-DEG",100
"ENSG00000130741 HCC1395/HCC1395BL",0.439959922948929,0,7.66666666666667,"down-regulate",95.8333333333333
"ENSG00000130749 HCC1395/HCC1395BL",1.06442707254411,4.95476996304057e-71,8,"non-DEG",100
"ENSG00000130758 HCC1395/HCC1395BL",0.483311868467629,0,5.5,"down-regulate",68.75
"ENSG00000130764 HCC1395/HCC1395BL",1.46409741343694,0,8,"non-DEG",100
"ENSG00000130766 HCC1395/HCC1395BL",0.231821016851734,0,8,"down-regulate",100
"ENSG00000130768 HCC1395/HCC1395BL",1.35969403618461,1.92508382782707e-20,8,"non-DEG",100
"ENSG00000130772 HCC1395/HCC1395BL",0.816644233531505,2.04184765137875e-92,8,"non-DEG",100
"ENSG00000130775 HCC1395/HCC1395BL",0.0760320310407274,0,8,"down-regulate",100
"ENSG00000130779 HCC1395/HCC1395BL",1.60596646790956,0,8,"non-DEG",100
"ENSG00000130787 HCC1395/HCC1395BL",2.03244511063828,1.85422821542524e-309,5.33333333333333,"up-regulate",66.6666666666667
"ENSG00000130803 HCC1395/HCC1395BL",0.915599664460128,6.74141449974695e-76,8,"non-DEG",100
"ENSG00000130811 HCC1395/HCC1395BL",0.693553226719317,8.7251173687623e-272,8,"non-DEG",100
"ENSG00000130812 HCC1395/HCC1395BL",0.0245753658144817,0,8,"down-regulate",100
"ENSG00000130813 HCC1395/HCC1395BL",0.540985396047904,1.34397046228629e-220,6.5,"non-DEG",81.25
"ENSG00000130816 HCC1395/HCC1395BL",0.5091069896747,0,5.66666666666667,"down-regulate",70.8333333333333
"ENSG00000130821 HCC1395/HCC1395BL",4.17115882352532,0,8,"up-regulate",100
"ENSG00000130826 HCC1395/HCC1395BL",0.99008408454926,3.0966006515696e-39,8,"non-DEG",100
"ENSG00000130830 HCC1395/HCC1395BL",1.27703992149054,1.92131548666835e-190,8,"non-DEG",100
"ENSG00000130844 HCC1395/HCC1395BL",1.42693610278192,6.57967435624107e-259,8,"non-DEG",100
"ENSG00000130921 HCC1395/HCC1395BL",0.815955950876329,1.7310048989848e-34,8,"non-DEG",100
"ENSG00000130935 HCC1395/HCC1395BL",1.30435638328563,1.40825005213603e-308,8,"non-DEG",100
"ENSG00000130939 HCC1395/HCC1395BL",2.64028861427205,0,8,"up-regulate",100
"ENSG00000130940 HCC1395/HCC1395BL",0.610390195984993,6.02372832052375e-180,8,"non-DEG",100
"ENSG00000130956 HCC1395/HCC1395BL",0.584270390854404,0,8,"non-DEG",100
"ENSG00000130958 HCC1395/HCC1395BL",6.38041288501321,2.78134232313405e-309,8,"up-regulate",100
"ENSG00000130985 HCC1395/HCC1395BL",0.900764456158006,7.43713344487315e-166,8,"non-DEG",100
"ENSG00000130997 HCC1395/HCC1395BL",0.571790083834297,1.06754713834603e-49,4.5,"non-DEG",56.25
"ENSG00000131023 HCC1395/HCC1395BL",1.48121947059124,0,8,"non-DEG",100
"ENSG00000131043 HCC1395/HCC1395BL",1.89347654859595,0,7,"non-DEG",87.5
"ENSG00000131051 HCC1395/HCC1395BL",1.29176701745254,0,8,"non-DEG",100
"ENSG00000131061 HCC1395/HCC1395BL",1.19948532942731,1.36708480729061e-77,8,"non-DEG",100
"ENSG00000131069 HCC1395/HCC1395BL",1.95548285896179,0,6.33333333333333,"non-DEG",79.1666666666667
"ENSG00000131089 HCC1395/HCC1395BL",2.40831694560955,0,8,"up-regulate",100
"ENSG00000131100 HCC1395/HCC1395BL",0.918359297501521,8.5313613941258e-139,8,"non-DEG",100
"ENSG00000131115 HCC1395/HCC1395BL",0.724610930184431,4.25835583842684e-241,8,"non-DEG",100
"ENSG00000131149 HCC1395/HCC1395BL",1.99145495265805,0,5.5,"up-regulate",68.75
"ENSG00000131153 HCC1395/HCC1395BL",1.00663777001466,7.17213170589173e-111,8,"non-DEG",100
"ENSG00000131165 HCC1395/HCC1395BL",2.8300966342457,0,8,"up-regulate",100
"ENSG00000131171 HCC1395/HCC1395BL",0.516985551627008,0,5.5,"non-DEG",68.75
"ENSG00000131174 HCC1395/HCC1395BL",0.462497237912804,0,6.33333333333333,"down-regulate",79.1666666666667
"ENSG00000131187 HCC1395/HCC1395BL",0.38790539478758,2.52919679609463e-286,7.66666666666667,"down-regulate",95.8333333333333
"ENSG00000131188 HCC1395/HCC1395BL",0.616698486371977,5.10340248577885e-283,7.5,"non-DEG",93.75
"ENSG00000131196 HCC1395/HCC1395BL",1.31185827904237,3.04641428246863e-122,8,"non-DEG",100
"ENSG00000131236 HCC1395/HCC1395BL",0.719085579076192,0,8,"non-DEG",100
"ENSG00000131238 HCC1395/HCC1395BL",1.52632506232835,0,8,"non-DEG",100
"ENSG00000131242 HCC1395/HCC1395BL",0.217887244629898,0,8,"down-regulate",100
"ENSG00000131263 HCC1395/HCC1395BL",1.3593960416375,0,8,"non-DEG",100
"ENSG00000131269 HCC1395/HCC1395BL",0.327506392196005,0,8,"down-regulate",100
"ENSG00000131323 HCC1395/HCC1395BL",0.380604873394858,0,8,"down-regulate",100
"ENSG00000131351 HCC1395/HCC1395BL",0.414597671744711,0,7.66666666666667,"down-regulate",95.8333333333333
"ENSG00000131368 HCC1395/HCC1395BL",1.23775517972628,6.27258834662725e-139,8,"non-DEG",100
"ENSG00000131373 HCC1395/HCC1395BL",0.809701822218878,1.29402845612458e-153,8,"non-DEG",100
"ENSG00000131374 HCC1395/HCC1395BL",1.09666587953977,1.88118974636801e-194,8,"non-DEG",100
"ENSG00000131375 HCC1395/HCC1395BL",1.9690625090648,0,4.5,"non-DEG",56.25
"ENSG00000131378 HCC1395/HCC1395BL",0.0343736761026519,0,8,"down-regulate",100
"ENSG00000131381 HCC1395/HCC1395BL",2.29857554598274,0,8,"up-regulate",100
"ENSG00000131386 HCC1395/HCC1395BL",2.93565172730536,4.4331424211932e-196,7,"up-regulate",87.5
"ENSG00000131398 HCC1395/HCC1395BL",9.81311650473555,0,8,"up-regulate",100
"ENSG00000131400 HCC1395/HCC1395BL",3.53447840442922,3.20345246744165e-207,7,"up-regulate",87.5
"ENSG00000131408 HCC1395/HCC1395BL",1.88731043469463,0,6.33333333333333,"non-DEG",79.1666666666667
"ENSG00000131446 HCC1395/HCC1395BL",1.3720784616061,0,8,"non-DEG",100
"ENSG00000131462 HCC1395/HCC1395BL",0.464100428135908,0,6.33333333333333,"down-regulate",79.1666666666667
"ENSG00000131467 HCC1395/HCC1395BL",0.516429287470287,0,6,"non-DEG",75
"ENSG00000131470 HCC1395/HCC1395BL",0.538226964717483,6.76108425035147e-250,6.33333333333333,"non-DEG",79.1666666666667
"ENSG00000131473 HCC1395/HCC1395BL",0.64432057413069,0,8,"non-DEG",100
"ENSG00000131475 HCC1395/HCC1395BL",0.410056984800794,0,8,"down-regulate",100
"ENSG00000131480 HCC1395/HCC1395BL",0.605187900337946,1.47674201877417e-307,8,"non-DEG",100
"ENSG00000131495 HCC1395/HCC1395BL",0.483990097880249,1.8618028365526e-286,6.66666666666667,"down-regulate",83.3333333333333
"ENSG00000131504 HCC1395/HCC1395BL",0.835136450741401,1.85422822512107e-309,8,"non-DEG",100
"ENSG00000131507 HCC1395/HCC1395BL",16.4304896074036,0,8,"up-regulate",100
"ENSG00000131508 HCC1395/HCC1395BL",0.509906851248206,0,6,"non-DEG",75
"ENSG00000131558 HCC1395/HCC1395BL",1.26804019470489,0,8,"non-DEG",100
"ENSG00000131584 HCC1395/HCC1395BL",2.58964739497692,0,8,"up-regulate",100
"ENSG00000131591 HCC1395/HCC1395BL",0.856726891584882,2.78372404234665e-88,8,"non-DEG",100
"ENSG00000131626 HCC1395/HCC1395BL",3.59831013647985,0,8,"up-regulate",100
"ENSG00000131650 HCC1395/HCC1395BL",0.956192612159795,7.8850731118809e-18,8,"non-DEG",100
"ENSG00000131653 HCC1395/HCC1395BL",1.42875321244935,0,8,"non-DEG",100
"ENSG00000131697 HCC1395/HCC1395BL",1.04688338360844,3.84317151488909e-06,8,"non-DEG",100
"ENSG00000131724 HCC1395/HCC1395BL",0.598885274230195,4.55389262156406e-245,7.66666666666667,"non-DEG",95.8333333333333
"ENSG00000131725 HCC1395/HCC1395BL",1.39952502415397,0,8,"non-DEG",100
"ENSG00000131732 HCC1395/HCC1395BL",0.463277507815166,0,5,"down-regulate",62.5
"ENSG00000131748 HCC1395/HCC1395BL",0.870204546456811,2.18579377370105e-145,8,"non-DEG",100
"ENSG00000131759 HCC1395/HCC1395BL",0.739424279553738,2.25952179817811e-202,8,"non-DEG",100
"ENSG00000131773 HCC1395/HCC1395BL",11.3561921021642,0,8,"up-regulate",100
"ENSG00000131778 HCC1395/HCC1395BL",0.450794989928419,0,8,"down-regulate",100
"ENSG00000131779 HCC1395/HCC1395BL",0.883157012158572,6.81574184223374e-135,8,"non-DEG",100
"ENSG00000131788 HCC1395/HCC1395BL",2.67714344764769,0,8,"up-regulate",100
"ENSG00000131791 HCC1395/HCC1395BL",1.43175264593749,0,8,"non-DEG",100
"ENSG00000131828 HCC1395/HCC1395BL",0.715276656415419,1.42674401314812e-263,8,"non-DEG",100
"ENSG00000131844 HCC1395/HCC1395BL",0.429738236901797,0,8,"down-regulate",100
"ENSG00000131849 HCC1395/HCC1395BL",3.09275941045381,0,8,"up-regulate",100
"ENSG00000131871 HCC1395/HCC1395BL",3.26873995371121,0,8,"up-regulate",100
"ENSG00000131873 HCC1395/HCC1395BL",6.33827983199214,0,8,"up-regulate",100
"ENSG00000131899 HCC1395/HCC1395BL",8.76297710200231,0,8,"up-regulate",100
"ENSG00000131931 HCC1395/HCC1395BL",0.658676567709233,1.58619326947662e-220,8,"non-DEG",100
"ENSG00000131943 HCC1395/HCC1395BL",0.881231826876971,1.69241382321924e-111,8,"non-DEG",100
"ENSG00000131944 HCC1395/HCC1395BL",0.701698001286991,4.8606983000395e-189,8,"non-DEG",100
"ENSG00000131966 HCC1395/HCC1395BL",2.21807194000015,0,8,"up-regulate",100
"ENSG00000131979 HCC1395/HCC1395BL",0.134034101929987,0,8,"down-regulate",100
"ENSG00000131981 HCC1395/HCC1395BL",0.0692867292529696,0,8,"down-regulate",100
"ENSG00000132002 HCC1395/HCC1395BL",6.46269691734463,0,8,"up-regulate",100
"ENSG00000132003 HCC1395/HCC1395BL",0.453849536774402,2.781342323134e-309,6.5,"down-regulate",81.25
"ENSG00000132004 HCC1395/HCC1395BL",1.21877588986395,5.45213079585271e-58,8,"non-DEG",100
"ENSG00000132005 HCC1395/HCC1395BL",1.18707687440319,3.4197582984738e-187,8,"non-DEG",100
"ENSG00000132016 HCC1395/HCC1395BL",6.50498430504611,0,8,"up-regulate",100
"ENSG00000132017 HCC1395/HCC1395BL",1.11562518347727,5.3940130223645e-102,8,"non-DEG",100
"ENSG00000132024 HCC1395/HCC1395BL",1.55824483288353,0,8,"non-DEG",100
"ENSG00000132109 HCC1395/HCC1395BL",0.438929132083768,0,8,"down-regulate",100
"ENSG00000132141 HCC1395/HCC1395BL",0.130667125700422,0,8,"down-regulate",100
"ENSG00000132153 HCC1395/HCC1395BL",1.59640821564934,0,8,"non-DEG",100
"ENSG00000132155 HCC1395/HCC1395BL",1.83199979091604,0,8,"non-DEG",100
"ENSG00000132170 HCC1395/HCC1395BL",10.7256043070471,0,8,"up-regulate",100
"ENSG00000132196 HCC1395/HCC1395BL",0.429353626626071,0,7.5,"down-regulate",93.75
"ENSG00000132199 HCC1395/HCC1395BL",1.00155509822827,8.19869040996577e-185,8,"non-DEG",100
"ENSG00000132259 HCC1395/HCC1395BL",0.513230604281284,2.76493946907661e-52,5,"down-regulate",62.5
"ENSG00000132274 HCC1395/HCC1395BL",0.00824409463177798,0,8,"down-regulate",100
"ENSG00000132294 HCC1395/HCC1395BL",2.91953871025915,0,8,"up-regulate",100
"ENSG00000132300 HCC1395/HCC1395BL",0.809359617783805,0,8,"non-DEG",100
"ENSG00000132305 HCC1395/HCC1395BL",0.882767353559306,1.11797967406565e-181,8,"non-DEG",100
"ENSG00000132313 HCC1395/HCC1395BL",1.21859282168612,2.5462250635972e-289,8,"non-DEG",100
"ENSG00000132323 HCC1395/HCC1395BL",0.820328759289992,1.13482852041542e-202,8,"non-DEG",100
"ENSG00000132326 HCC1395/HCC1395BL",1.37338083375744,4.42712094712602e-254,8,"non-DEG",100
"ENSG00000132329 HCC1395/HCC1395BL",3.53081420905605,0,8,"up-regulate",100
"ENSG00000132334 HCC1395/HCC1395BL",2.17202230863985,0,7,"up-regulate",87.5
"ENSG00000132341 HCC1395/HCC1395BL",0.300797558644695,0,8,"down-regulate",100
"ENSG00000132356 HCC1395/HCC1395BL",1.09087334505276,8.06873301872849e-94,8,"non-DEG",100
"ENSG00000132357 HCC1395/HCC1395BL",0.175820587098168,9.18427683785978e-309,8,"down-regulate",100
"ENSG00000132359 HCC1395/HCC1395BL",161.965196923865,0,8,"up-regulate",100
"ENSG00000132361 HCC1395/HCC1395BL",0.912012399728355,9.97502376289203e-125,8,"non-DEG",100
"ENSG00000132376 HCC1395/HCC1395BL",0.6163581020302,0,8,"non-DEG",100
"ENSG00000132382 HCC1395/HCC1395BL",1.37626866419499,0,8,"non-DEG",100
"ENSG00000132383 HCC1395/HCC1395BL",0.757074334906671,0,8,"non-DEG",100
"ENSG00000132388 HCC1395/HCC1395BL",0.7598208217312,0,8,"non-DEG",100
"ENSG00000132394 HCC1395/HCC1395BL",0.661437601402539,0,8,"non-DEG",100
"ENSG00000132406 HCC1395/HCC1395BL",0.656144285386323,6.18539138159908e-309,8,"non-DEG",100
"ENSG00000132423 HCC1395/HCC1395BL",0.517419519415671,0,5,"non-DEG",62.5
"ENSG00000132424 HCC1395/HCC1395BL",1.07038189123498,3.25943106189995e-79,8,"non-DEG",100
"ENSG00000132434 HCC1395/HCC1395BL",2.17316958002344,0,6,"up-regulate",75
"ENSG00000132463 HCC1395/HCC1395BL",0.94990497443007,6.45334108825044e-84,8,"non-DEG",100
"ENSG00000132465 HCC1395/HCC1395BL",0.0043223197618697,0,8,"down-regulate",100
"ENSG00000132466 HCC1395/HCC1395BL",1.23353034168849,1.15838146999226e-247,8,"non-DEG",100
"ENSG00000132467 HCC1395/HCC1395BL",0.845050375006788,5.2586842217949e-145,8,"non-DEG",100
"ENSG00000132471 HCC1395/HCC1395BL",1.56546620159618,0,8,"non-DEG",100
"ENSG00000132475 HCC1395/HCC1395BL",2.11787700431347,0,7,"up-regulate",87.5
"ENSG00000132478 HCC1395/HCC1395BL",1.58234238511926,0,8,"non-DEG",100
"ENSG00000132507 HCC1395/HCC1395BL",0.815489156297516,1.1667160333693e-207,8,"non-DEG",100
"ENSG00000132510 HCC1395/HCC1395BL",1.82545145213614,0,8,"non-DEG",100
"ENSG00000132522 HCC1395/HCC1395BL",1.3568397229589,8.82338746987861e-182,8,"non-DEG",100
"ENSG00000132535 HCC1395/HCC1395BL",2.0930474279846,0,5.66666666666667,"up-regulate",70.8333333333333
"ENSG00000132541 HCC1395/HCC1395BL",0.274749659500087,0,8,"down-regulate",100
"ENSG00000132563 HCC1395/HCC1395BL",1.63499978315458,7.70442466195496e-210,8,"non-DEG",100
"ENSG00000132570 HCC1395/HCC1395BL",0.809844004192739,7.28255317668195e-182,8,"non-DEG",100
"ENSG00000132581 HCC1395/HCC1395BL",1.22480123450014,4.21439194554865e-131,8,"non-DEG",100
"ENSG00000132591 HCC1395/HCC1395BL",0.474022776012546,0,7.75,"down-regulate",96.875
"ENSG00000132600 HCC1395/HCC1395BL",1.59760998231967,2.781342323134e-309,8,"non-DEG",100
"ENSG00000132603 HCC1395/HCC1395BL",1.6977207067435,0,8,"non-DEG",100
"ENSG00000132604 HCC1395/HCC1395BL",1.68763639725573,0,8,"non-DEG",100
"ENSG00000132612 HCC1395/HCC1395BL",1.5956112985098,0,8,"non-DEG",100
"ENSG00000132623 HCC1395/HCC1395BL",23.0134116296842,0,8,"up-regulate",100
"ENSG00000132640 HCC1395/HCC1395BL",4.27442446823866,0,8,"up-regulate",100
"ENSG00000132646 HCC1395/HCC1395BL",0.29963121536995,0,8,"down-regulate",100
"ENSG00000132661 HCC1395/HCC1395BL",0.837373320656403,5.43988631463393e-153,8,"non-DEG",100
"ENSG00000132670 HCC1395/HCC1395BL",1.0999482108007,5.79681405004267e-126,8,"non-DEG",100
"ENSG00000132676 HCC1395/HCC1395BL",0.712382128716295,0,8,"non-DEG",100
"ENSG00000132680 HCC1395/HCC1395BL",0.990023309454431,5.76738428972575e-09,8,"non-DEG",100
"ENSG00000132694 HCC1395/HCC1395BL",0.973174853744131,3.69992762157147e-09,8,"non-DEG",100
"ENSG00000132702 HCC1395/HCC1395BL",0.641319008377154,2.24146280535191e-19,6.5,"non-DEG",81.25
"ENSG00000132716 HCC1395/HCC1395BL",0.836566999280475,1.02322181799605e-178,8,"non-DEG",100
"ENSG00000132718 HCC1395/HCC1395BL",0.0269144511605326,0,8,"down-regulate",100
